Participant,Timestamp,Happy_Low_M1,Happy_Low_M2,Happy_High_M1,Happy_High_M2,Angry_Low_M1,Angry_Low_M2,Angry_High_M1,Angry_High_M2
P14,0.787,0.7304692176,0.7676263555,0.7899961314,0.9371339234,0.8242513009,0.9489261603,0.7942382999,0.9231885697
P14,0.7875,0.7726797103,0.7569227407,0.6206806949,0.8287968998,0.9369565435,0.9158719888,0.6905046154,0.8195658537
P14,0.788,0.8190741259,0.7854076043,0.6305599075,0.8287995371,0.9450995456,0.807519571,0.6694004359,0.7803620283
P14,0.7885,0.8370904471,0.8347013983,0.7754060037,0.9103642992,0.8577863744,0.8051299874,0.7680960657,0.8177035616
P14,0.789,0.7938813708,0.8660102735,0.8014589668,0.9146281712,0.7932225305,0.9028533642,0.8006703913,0.9288272214
P14,0.7895,0.7963371355,0.8165544086,0.8035987863,0.8541011086,0.7564426557,0.9260721865,0.712327923,0.964104005
P14,0.79,0.8358811599,0.8101603186,0.7722018469,0.7897346986,0.7806954408,0.938815379,0.7410867913,0.9765879018
P14,0.7905,0.8579418894,0.816544507,0.7609357217,0.8345181197,0.7891255045,0.9175872917,0.7692120419,0.9906155025
P14,0.791,0.7971625542,0.8937520733,0.7292188873,0.8746578036,0.7411974312,0.8861611433,0.7095505372,1.013340935
P14,0.7915,0.7578521815,0.9521876258,0.8002734552,0.8656871312,0.788311987,0.8556345398,0.6281319765,0.9653548101
P14,0.792,0.7769845714,0.8943433848,0.7919957023,0.8441542809,0.8870756081,0.8053976511,0.6977866285,0.9219135359
P14,0.7925,0.7219692228,0.8061180456,0.7668715864,0.8637837361,0.9110268266,0.8018271914,0.7985127711,0.9046549159
P14,0.793,0.6944674616,0.8406377667,0.8519272432,0.8528376408,0.7878942905,0.7085240884,0.8406141551,0.874730255
P14,0.7935,0.6991421658,0.8214451243,0.8795545156,0.8475299441,0.7952201441,0.637972141,0.8731677818,0.8489469235
P14,0.794,0.7595780008,0.7690544843,0.9098761945,0.8466379492,0.8491364544,0.6797247865,0.772127151,0.8729737009
P14,0.7945,0.8142463146,0.7126505108,0.9167485356,0.8640104579,0.8926894533,0.7706929423,0.7280555774,0.9261756223
P14,0.795,0.8288061153,0.6803415407,0.8487374081,0.9540561436,0.8640208255,0.8096561392,0.8813509717,0.9029855761
P14,0.7955,0.8838974934,0.7258404157,0.8122499341,1.027942899,0.8671179334,0.8997700825,0.8249648608,0.891216312
P14,0.796,0.8938278207,0.7503094656,0.8435148222,0.9684626989,0.9891694238,0.9734520642,0.7424779777,0.9188865607
P14,0.7965,0.7942722829,0.7355556688,0.907913239,0.8628586436,0.8974802611,0.9590218393,0.7377755824,0.9401380353
P14,0.797,0.7315348997,0.7000368202,0.896792133,0.7703833187,0.937227208,0.8771641931,0.6480968772,0.9079380713
P14,0.7975,0.7520034572,0.672288864,0.8981030255,0.7633509907,1.031150462,0.7950739364,0.6752585306,0.8664084835
P14,0.798,0.8957475987,0.6517169929,0.7717787604,0.8005570532,0.9895605246,0.7728650865,0.7938307615,0.8742311489
P14,0.7985,0.9685418673,0.6840253995,0.7553982212,0.8020219346,0.9718764205,0.7618958945,0.7869566747,0.8425625708
P14,0.799,0.9599105274,0.7369089661,0.795774557,0.7357765673,0.9195869645,0.7208742383,0.7550737311,0.8065128126
P14,0.7995,0.8866757844,0.7870867528,0.7810877701,0.7085045252,0.8787881244,0.7266209628,0.8193539857,0.7421515944
P14,0.8,0.7891706821,0.8276920587,0.7399525741,0.742957391,0.8441043405,0.7287095175,0.8281670236,0.6642367528
P14,0.8005,0.7429915386,0.8291019567,0.7613811107,0.840908408,0.9678299524,0.7273082443,0.8111095037,0.6513684596
P14,0.801,0.7455903935,0.8401930637,0.6912680444,0.863825984,0.9669600099,0.7645471512,0.8068479273,0.7375877069
P14,0.8015,0.7234699141,0.8368078411,0.6790783383,0.8776078936,0.833092228,0.7815701716,0.7645163076,0.8267719055
P14,0.802,0.721899947,0.7470749519,0.7115029475,0.9098610276,0.7754634116,0.7819980546,0.8037304514,0.9239980703
P14,0.8025,0.7688054333,0.6965914672,0.7636492243,0.9314765246,0.7596749487,0.7622384599,0.8726537346,0.9728490058
P14,0.803,0.7521775897,0.7301042229,0.8335283644,0.9255728672,0.7301533265,0.7258303128,0.8793428045,0.9752057196
P14,0.8035,0.7651752324,0.7467155961,0.8759604503,0.8865916208,0.7359564019,0.7913629431,0.7877445447,0.9539703069
P14,0.804,0.8108960582,0.7379508148,0.8584895569,0.8144445647,0.7604945435,0.8322963035,0.7778494432,0.9376211441
P14,0.8045,0.7260380617,0.7171625511,0.7543774208,0.7534404949,0.8433826507,0.8646266238,0.7769614358,0.8897076396
P14,0.805,0.6764733286,0.7115044575,0.8234169355,0.8076861198,0.7899681187,0.8361898449,0.7228118106,0.8708440151
P14,0.8055,0.7274936703,0.7217269308,0.8549746901,0.8732137104,0.8894313214,0.8020809945,0.8012429351,0.8738492643
P14,0.806,0.7849758051,0.7468826177,0.7832229798,1.011179406,1.035130385,0.8062790545,0.814002964,0.9292074656
P14,0.8065,0.7779182884,0.7532344974,0.8288392297,1.064682219,1.020436616,0.8567172594,0.7763892953,1.007003058
P14,0.807,0.8079899694,0.7728626387,0.8056934411,1.015559073,0.8717481527,0.8369762701,0.7051399608,0.961064212
P14,0.8075,0.7683121535,0.7449187058,0.7713625781,0.9188125806,0.6992885656,0.8092815353,0.6953394771,0.8094262839
P14,0.808,0.7655501561,0.7628727164,0.8073812682,0.8920070375,0.6330277368,0.7518135573,0.8639787126,0.7332942423
P14,0.8085,0.8081956849,0.842525718,0.7724585188,0.9148497755,0.6628990524,0.6932059768,0.8815661975,0.7878258135
P14,0.809,0.7888198927,0.919476175,0.7753670033,0.938793231,0.7768543752,0.6876469168,0.7993976994,0.819153074
P14,0.8095,0.7311009214,0.939885259,0.7342194173,0.9880221877,0.8741628312,0.7133539653,0.7503245972,0.7960603133
P14,0.81,0.871377434,0.8609037381,0.6330709873,1.073517224,0.9068426824,0.7850517632,0.7563672907,0.7820831584
P14,0.8105,0.8756068558,0.8245297658,0.6360237619,1.070658927,0.8476386074,0.8215855097,0.8220752104,0.8360278302
P14,0.811,0.7963666635,0.785053868,0.7548900888,1.015146406,0.8176220011,0.8095017108,0.8120270208,0.9201501019
P14,0.8115,0.8038371925,0.7319884317,0.81458417,0.9583752333,0.8022173081,0.8392910541,0.7146261016,0.9013292795
P14,0.812,0.8308837628,0.7377189366,0.8762572586,0.9659332784,0.8535105309,0.8485449657,0.747141689,0.9011987497
P14,0.8125,0.9353612919,0.7404664221,0.8377316956,0.9279129349,0.8118430879,0.8468193461,0.8336585481,0.9159153255
P14,0.813,0.9280711106,0.7779792277,0.7520812335,0.9109050729,0.9101296806,0.8210577463,0.8609697099,0.8600207543
P14,0.8135,0.8089771457,0.7868804477,0.8620924877,0.9165520429,0.9230801855,0.7972346918,0.7930822804,0.8187457238
P14,0.814,0.7855908152,0.8482395952,0.9037012507,0.9414942563,0.9259887048,0.7262854374,0.7324974932,0.7660534214
P14,0.8145,0.8069943845,0.8241768191,0.8741149227,0.9931634488,0.8465262264,0.6812641008,0.7532848339,0.7330364049
P14,0.815,0.8013885936,0.7902932712,0.7599079493,1.037558327,0.792561911,0.637327125,0.8725994352,0.7649270569
P14,0.8155,0.8299479546,0.7988984247,0.7848801734,1.042949538,0.768970987,0.7163568249,0.8792021974,0.7570848123
P14,0.816,0.8263947257,0.7561167042,0.8354856783,0.9722516734,0.764139706,0.8645055248,0.759691318,0.7648931735
P14,0.8165,0.7385285986,0.7439122358,0.8393786129,0.8084294107,0.6892181624,0.8931386047,0.7365296425,0.8484297163
P14,0.817,0.7556095164,0.7318258731,0.7984513375,0.7895256525,0.6676251403,0.84619927,0.8386533653,0.9451743837
P14,0.8175,0.7799967298,0.7673280975,0.8074081026,0.8148698584,0.7618011882,0.8467255418,0.856786623,0.987978948
P14,0.818,0.7885350113,0.8440509312,0.7849880597,0.8320170525,0.8959331257,0.8119533538,0.7869481388,1.017922354
P14,0.8185,0.7875948147,0.8893821667,0.8220590532,0.7843938646,0.8723957491,0.726011358,0.7724237928,1.039072744
P14,0.819,0.7897225575,0.8993458447,0.839755261,0.731994637,0.7916382476,0.6764204985,0.7961642125,0.9376472125
P14,0.8195,0.8370320941,0.8930796349,0.7472983068,0.7267358066,0.7530791976,0.763568591,0.7199840995,0.8352670455
P14,0.82,0.8282418101,0.8398519694,0.7035194749,0.7453447901,0.8690624358,0.8452306391,0.6591219923,0.8434835501
P14,0.8205,0.8145471452,0.8530149001,0.7179156528,0.8330003977,0.8316623375,0.8156391827,0.657810265,0.88857452
P14,0.821,0.7720882433,0.8261296506,0.65025526,0.9265618821,0.8703060506,0.7704905223,0.8117438449,0.8721602034
P14,0.8215,0.7670541114,0.7842497438,0.7185194503,0.9447652267,0.9163729541,0.7958733744,0.7800297126,0.8530501723
P14,0.822,0.8082439452,0.7197763925,0.8059957094,0.9870168741,0.8981046903,0.8565776752,0.7109559698,0.8547921045
P14,0.8225,0.8178019646,0.8097411171,0.8796090383,1.036102196,0.8891187329,0.8475946524,0.6835631781,0.8430457792
P14,0.823,0.8363542567,0.940461502,0.8747448978,1.038724477,0.921357147,0.8223323162,0.7773692746,0.8404420738
P14,0.8235,0.859319388,1.020578179,0.7584020617,0.9805832574,0.9171581296,0.7319603,0.8166770266,0.8611890865
P14,0.824,0.8884633102,1.056634054,0.710053081,0.8604713003,0.8774690337,0.6371566967,0.7401622313,0.8629201474
P14,0.8245,0.8990624244,1.04309066,0.7231971489,0.6825659822,0.9274048484,0.7760399247,0.727107678,0.9194006723
P14,0.825,0.8626938717,0.977830732,0.7307527731,0.6107453417,0.8554546398,0.8523885266,0.847545175,0.9182459852
P14,0.8255,0.8535119778,0.8986020124,0.7651256074,0.6759242118,0.7793004412,0.9070884061,0.8717492233,0.9012648401
P14,0.826,0.8708197236,0.7998430408,0.7290129521,0.7579282457,0.7645044802,0.9248843692,0.7267937816,0.8094241452
P14,0.8265,0.8836421577,0.6960890735,0.7846558586,0.8152485728,0.865182497,0.9389904464,0.7043283062,0.7826486948
P14,0.827,0.8060363655,0.6619957575,0.773986382,0.9011781079,0.951853208,0.969624738,0.7425802754,0.8093223747
P14,0.8275,0.7642734601,0.69602304,0.7743582365,0.9541285552,0.994492148,0.9602693018,0.7775873024,0.7963143331
P14,0.828,0.7369139744,0.7804887329,0.8542211249,0.9537466843,0.9408870849,0.8848874724,0.6963752493,0.7578668731
P14,0.8285,0.7387612107,0.8553089841,0.819645059,0.9789947147,0.940593324,0.7826311115,0.7233995538,0.7718600375
P14,0.829,0.7061128055,0.9611587443,0.7851533066,1.085076001,0.8812550281,0.7431584888,0.7341832199,0.8140838714
P14,0.8295,0.6561370568,1.022246916,0.7956240433,1.140852305,0.8615613531,0.7430726481,0.7049330175,0.8842324807
P14,0.83,0.6612822895,0.9899470821,0.7289747242,1.079682602,0.9080150568,0.7403310974,0.7799447007,0.8982773383
P14,0.8305,0.7817250963,0.873739658,0.7752678968,0.9634339259,0.9431149419,0.7621286165,0.856375187,0.8985762847
P14,0.831,0.8510091884,0.7841835321,0.9023435581,0.8588855038,0.9389894227,0.8051004113,0.8069139983,0.900933349
P14,0.8315,0.8153245076,0.7347349964,0.9951486625,0.8217823676,1.006219082,0.8276714837,0.6673176348,0.922248714
P14,0.832,0.7642004553,0.7341895525,0.8992691833,0.8057742327,1.009271259,0.8525619196,0.683777668,0.9182298216
P14,0.8325,0.770562606,0.6963084212,0.9214018766,0.7809127322,0.9944542798,0.863560204,0.7166644979,0.8681679211
P14,0.833,0.7946467341,0.6636047,0.839388614,0.7483309028,0.9636213842,0.8296821349,0.8455498949,0.8673480233
P14,0.8335,0.8510872951,0.7307048815,0.793161034,0.7827856836,0.9050178408,0.7732615434,0.8621679452,0.8655681623
P14,0.834,0.942820737,0.7431563555,0.7728807095,0.8618431049,0.9245823939,0.7518905388,0.7423285909,0.8464259336
P14,0.8345,0.9468118446,0.6774142046,0.7536912075,0.8546693717,0.9850162144,0.7685454679,0.5902360348,0.8256699885
P14,0.835,0.8957257128,0.6705456788,0.7294327745,0.8236449189,1.010107466,0.7884014079,0.6410824803,0.8966775699
P14,0.8355,0.8020534576,0.7383310398,0.6776617653,0.8313606524,0.9780166027,0.8329073416,0.8435608684,0.9371234647
P14,0.836,0.7447977584,0.7498951317,0.7136776657,0.8889579273,1.01009714,0.8123466851,0.8939519477,0.8807117976
P14,0.8365,0.7288332191,0.7347760985,0.8173810506,0.8934620472,1.027979858,0.7746277402,0.8291699833,0.8226304629
P14,0.837,0.7133715333,0.7185010845,0.8844167569,0.8754194664,1.021302795,0.7719080901,0.8435292211,0.765148126
P14,0.8375,0.7065679736,0.6638252392,0.9299961825,0.7956040066,1.006573097,0.7817704505,0.8105156276,0.7801939041
P14,0.838,0.6876032904,0.7087059176,0.9352567162,0.7674218158,0.8573041612,0.7594981455,0.7876280258,0.8132493462
P14,0.8385,0.7517496436,0.7448509223,0.8410904693,0.7587556561,0.7586328941,0.8045198952,0.7265014083,0.8421839034
P14,0.839,0.7805022215,0.734945972,0.7575352584,0.77653028,0.7699053156,0.811283712,0.7286606368,0.8425675522
P14,0.8395,0.6907535403,0.7334582946,0.7183758032,0.8197911613,0.7838624963,0.768268574,0.70760025,0.8238547747
P14,0.84,0.6700420173,0.7964654103,0.8029282104,0.8085451229,0.7366447634,0.7527389964,0.6910606894,0.855725888
P14,0.8405,0.753186551,0.8123205075,0.7933959743,0.8320000197,0.7291431645,0.7972615475,0.7231015395,0.8766032205
P14,0.841,0.7328936312,0.7970412578,0.7823888074,0.8747666504,0.7625377977,0.8798861659,0.8795057143,0.8630218383
P14,0.8415,0.7555016482,0.8142322567,0.8065781056,0.8734428598,0.8637611602,0.9284248357,0.9261303717,0.811019615
P14,0.842,0.8564928583,0.8112853721,0.907249809,0.8015773484,0.8980112105,0.9039466969,0.8623503251,0.7740718466
P14,0.8425,0.9139893975,0.7697808211,0.856797425,0.7584153985,0.8297731066,0.8779959675,0.8285120046,0.8890197279
P14,0.843,0.8817343934,0.7439883443,0.8753470522,0.7835797558,0.8368176978,0.9137073483,0.8419611659,0.9285061572
P14,0.8435,0.886932107,0.7367035084,0.9006029281,0.7832929855,0.8467181565,0.9314135358,0.7910427335,0.9086797287
P14,0.844,0.9126371822,0.7501030132,0.8967828764,0.766092611,0.8370850898,0.898099401,0.7187559992,0.8925472653
P14,0.8445,0.8629979524,0.7656764453,0.8414541385,0.8078458268,0.8121029982,0.8616352379,0.7434634864,0.8576875064
P14,0.845,0.9056354731,0.8180067074,0.7202262497,0.8148003225,0.7738123017,0.8141996211,0.7083478878,0.8171921807
P14,0.8455,0.9372389971,0.8245795856,0.7096105202,0.787338373,0.7496841011,0.8344043032,0.6969342355,0.8133956577
P14,0.846,0.9895629377,0.7905794411,0.7368602819,0.821872247,0.7402444631,0.8918028564,0.6580868816,0.7628519897
P14,0.8465,1.054626644,0.7763610533,0.8091521215,0.8753704603,0.7583391683,0.8967573306,0.7196687042,0.7385281372
P14,0.847,1.023448625,0.8202664773,0.8657102716,0.8925661749,0.7929429655,0.9260264023,0.7589471344,0.7598275515
P14,0.8475,0.9411407231,0.8499127519,0.7934471818,0.8836409609,0.7963216459,0.955937274,0.7189777373,0.7674927391
P14,0.848,0.8396149791,0.8507854746,0.7952566224,0.917843776,0.7306537484,0.8938499507,0.6648768471,0.7897192421
P14,0.8485,0.758524847,0.8428286311,0.891581817,0.8688656529,0.7247204124,0.7905904053,0.6866336063,0.8428389711
P14,0.849,0.8409348634,0.8916752291,0.9198427964,0.8100799874,0.7646261036,0.7353961314,0.6809491455,0.9015558155
P14,0.8495,0.9987949746,0.9487233233,0.8857666133,0.7816621144,0.877420376,0.7899685163,0.6873085251,0.8627070427
P14,0.85,0.9664756817,0.9233396574,0.8503041598,0.77965228,0.914965144,0.7813845806,0.6788785047,0.8723845907
P14,0.8505,0.9361761562,0.8312065081,0.742301597,0.8538857628,0.8347509229,0.7508756877,0.6942620042,0.8963565078
P14,0.851,0.8685591276,0.81979673,0.811719273,0.9620642092,0.8055826712,0.7342640201,0.8191296409,0.8210315925
P14,0.8515,0.8725965803,0.8524505099,0.803235647,1.055358236,0.7634878623,0.7344119369,0.8316721813,0.754443821
P14,0.852,0.8516783008,0.7914399256,0.7244651172,1.017288046,0.7675549692,0.7433977747,0.7972410853,0.7407491387
P14,0.8525,0.8268727933,0.8219377076,0.7038048981,0.956878416,0.8646729406,0.7428374387,0.8654433619,0.7293837423
P14,0.853,0.8313204631,0.8296032452,0.718722135,0.9181631584,0.8870108954,0.7466750035,0.8905716976,0.7799844113
P14,0.8535,0.786313712,0.7346764476,0.7643823704,0.8703269244,0.8026586171,0.7372323696,0.7513770719,0.7554665214
P14,0.854,0.7869299353,0.7057770755,0.8183861168,0.8065746178,0.8823144826,0.7824887204,0.693080339,0.7154941859
P14,0.8545,0.847821703,0.8103826584,0.8550430512,0.7424736914,0.9199071463,0.8026267988,0.7626519259,0.7037765386
P14,0.855,0.8740883243,0.8445242362,0.9208805408,0.7990088246,0.8065443232,0.7533093702,0.7915122258,0.787928409
P14,0.8555,0.8644358452,0.9246463661,0.8566389235,0.8606628095,0.7904403645,0.703709812,0.8124456399,0.8846296391
P14,0.856,0.8225602064,1.004105192,0.7411651735,0.8940941106,0.7966801692,0.728431202,0.8709973041,0.8685200082
P14,0.8565,0.8190923066,1.063413916,0.7367207661,0.8980073575,0.79375995,0.7368209728,0.8886184255,0.8427869252
P14,0.857,0.9043377055,1.081975223,0.6400216111,0.887574712,0.8392501944,0.7402536094,0.7792175369,0.8703370909
P14,0.8575,0.9586000961,0.9881626091,0.6634880721,0.8607223987,0.8020477429,0.7406434277,0.8298415968,0.8822114567
P14,0.858,0.913035737,0.8843084147,0.7220934511,0.829729082,0.7651341239,0.6991192208,0.7930214905,0.904475049
P14,0.8585,0.8114032968,0.7863578491,0.7189261608,0.9052612164,0.7577092769,0.69076104,0.8485362837,0.8947087017
P14,0.859,0.7662556835,0.7173666043,0.6559102794,0.9376268255,0.8240384934,0.7399933126,0.864643515,0.8528226056
P14,0.8595,0.789062523,0.7693281461,0.7272023885,0.8783498963,0.8399321762,0.7846923229,0.8128023745,0.8423834385
P14,0.86,0.8191288138,0.8407675563,0.7330517643,0.7911487554,0.9611982339,0.8605875972,0.7948785629,0.8674624758
P14,0.8605,0.8157819872,0.8443833501,0.8368369501,0.7450206259,1.056018451,0.8945367604,0.8368856878,0.9436273344
P14,0.861,0.808733534,0.7968417459,0.9435287634,0.686529741,0.9706094485,0.9282727733,0.8175153213,0.9761566677
P14,0.8615,0.8822801878,0.7486366171,0.9414027791,0.7224992502,0.8265532001,0.9722975346,0.7447495721,0.9909079944
P14,0.862,0.91074699,0.7219577003,0.9297992943,0.7553560812,0.7857745898,0.9588237055,0.7389690662,0.9884425143
P14,0.8625,0.8416120899,0.8026877192,0.8781885484,0.7572378795,0.733920721,0.8458064656,0.8809348419,0.9381958344
P14,0.863,0.7309568449,0.877434632,0.727251865,0.7725294907,0.7997724516,0.7162556969,0.962175203,0.9286243864
P14,0.8635,0.7182577035,0.8420606986,0.6898437394,0.7938476999,0.8836166362,0.6542649904,0.8966325289,0.9741457368
P14,0.864,0.7152452362,0.7339774603,0.7141524168,0.805522835,0.8942346262,0.6873276741,0.8167292303,0.9519243527
P14,0.8645,0.7219500082,0.736883195,0.8105640202,0.7580234882,0.9019477446,0.7353741633,0.7645315547,0.879989853
P14,0.865,0.7520538256,0.7295581026,0.8834372116,0.7259865502,0.9666648877,0.7304350049,0.8214675507,0.8722545807
P14,0.8655,0.7586423406,0.733077523,0.8656792619,0.7871524452,1.039120653,0.690176828,0.9212043408,0.9303404143
P14,0.866,0.7824719192,0.7685108887,0.8599504395,0.8224060497,1.106550735,0.6703984395,0.8805480597,0.9436984632
P14,0.8665,0.7520973309,0.8389212513,0.8586937058,0.7936769633,1.061867582,0.7191599928,0.7991416688,0.999921485
P14,0.867,0.712340447,0.8894533429,0.8529213685,0.8737095373,0.9266081478,0.7332734822,0.7555351494,1.06806913
P14,0.8675,0.7939467943,0.9686892461,0.8471488971,0.9474579858,0.8545059994,0.8189832415,0.7656357286,1.049254084
P14,0.868,0.9072857572,1.016989943,0.8005829207,0.9477394372,0.8047401924,0.9078952549,0.6574281863,0.94984809
P14,0.8685,0.8976645494,0.9906774374,0.8517317733,0.8870459653,0.705202788,0.9033603277,0.6139472783,0.8487029347
P14,0.869,0.9510510722,0.9294209857,0.9182515377,0.8193890873,0.7096725199,0.8909389124,0.6776281248,0.8881293424
P14,0.8695,0.9694611109,0.807965651,0.9921068628,0.7180104551,0.8048990161,0.8670619715,0.6665060645,1.001216492
P14,0.87,0.9826678243,0.7868528774,0.8946932973,0.6986351556,0.7820032293,0.808662886,0.6718123923,1.026833766
P14,0.8705,0.9497069308,0.7848873374,0.7181799091,0.7101558004,0.774553851,0.8402171282,0.7188009633,0.9506239945
P14,0.871,0.9147983104,0.7980433042,0.7779982984,0.7368289464,0.8043233212,0.8663531177,0.7813562099,0.8480290292
P14,0.8715,0.8699661339,0.8399910984,0.7810243333,0.8170842286,0.826322879,0.8471490643,0.737847645,0.8081594811
P14,0.872,0.8122058783,0.8902230102,0.7838939565,0.8776436455,0.8121676066,0.821104888,0.7179619844,0.800062197
P14,0.8725,0.8688929855,0.8508542859,0.7537607697,0.8860853019,0.7988338647,0.7692711779,0.7147760995,0.7567606148
P14,0.873,0.8759618396,0.8361037353,0.7677159638,0.8894898011,0.8113845831,0.7913890054,0.7525037048,0.8014410414
P14,0.8735,0.7889846485,0.8344846874,0.707330319,0.9424908501,0.8552688329,0.7674413956,0.7271173139,0.8080007675
P14,0.874,0.7581328889,0.7652018816,0.8455609365,0.9374437764,0.8340302671,0.7482610905,0.7313988828,0.8100522551
P14,0.8745,0.7339176261,0.7003336005,0.8844503419,0.9424665297,0.8661883262,0.8338465574,0.8010362902,0.8795436223
P14,0.875,0.7944248959,0.7275801253,0.8754908718,0.9484710793,0.9514634372,0.8240159207,0.8166644873,0.9369914168
P14,0.8755,0.6821690045,0.7974013711,0.8402114928,0.9938097945,0.9049234248,0.7854716933,0.8806069972,0.9576287672
P14,0.876,0.6671679788,0.875124691,0.8118817574,0.9933027098,0.7920689843,0.8984230574,0.8734304091,0.9713790353
P14,0.8765,0.7290147054,0.9114331451,0.710497389,0.967288254,0.8298585036,1.029184827,0.8543407225,1.007691339
P14,0.877,0.8090270833,0.8685189828,0.7342314764,1.047901069,0.934196249,1.065204519,0.832078774,1.004742184
P14,0.8775,0.8468843523,0.7864734147,0.7940130956,1.092222228,0.9672146074,1.023335156,0.8149160786,0.977754304
P14,0.878,0.9108742771,0.7210377183,0.7901843139,1.07952936,0.9503419008,0.9422837565,0.8473230918,0.9415223073
P14,0.8785,0.9581294132,0.7298270086,0.7176876409,0.9943380974,0.9785095793,0.9604437603,0.7658521323,0.8821802275
P14,0.879,0.9208068837,0.7145517529,0.6557134967,0.8671233265,1.000929214,1.012901063,0.7689898623,0.8223219784
P14,0.8795,0.8295569456,0.6463367166,0.7276174192,0.8240904797,0.9820042419,0.9622508195,0.8112522563,0.8085129766
P14,0.88,0.7309735137,0.6372385901,0.7450876183,0.8207851086,0.8861248367,0.8863192377,0.7887899405,0.7357352433
P14,0.8805,0.6440379145,0.6736246208,0.7478695517,0.8255240087,0.9053844255,0.8319829928,0.7645247301,0.7257889897
P14,0.881,0.6969263446,0.7170230322,0.7638581507,0.8485560056,0.8988096015,0.8422865511,0.8242309281,0.766813714
P14,0.8815,0.7671074815,0.7273081881,0.7705906057,0.8788423369,0.8277903189,0.8464893378,0.8452942727,0.7609957603
P14,0.882,0.7813470915,0.7095032239,0.7745249649,0.9102907235,0.9958533388,0.8627007959,0.7660227172,0.7466018211
P14,0.8825,0.7844900223,0.686447738,0.864813978,0.9615745185,0.9764005633,0.8637893574,0.7797960045,0.7159668803
P14,0.883,0.7563310749,0.6375698015,0.8318030248,0.9573585929,0.9163788968,0.8414931377,0.8123599233,0.7152900847
P14,0.8835,0.746620379,0.6410516546,0.8125333078,0.9267133151,0.934816323,0.8318063108,0.7752285993,0.7938786602
P14,0.884,0.6936458206,0.738906693,0.7767987237,0.9130389244,0.9344716989,0.8207759729,0.7134508455,0.8455824429
P14,0.8845,0.7437876638,0.8556025124,0.7570052329,0.8858491386,0.8347554086,0.7385696483,0.7404519295,0.8831294101
P14,0.885,0.7165645237,0.8578539001,0.7967324095,0.8441353763,0.7788275808,0.7411657346,0.7637198772,0.8575651551
P14,0.8855,0.7315753099,0.7809657072,0.8166000767,0.8282916105,0.8784013588,0.8088043043,0.7921130358,0.7975339845
P14,0.886,0.7518665374,0.7733214752,0.7374928634,0.8619411317,0.9245759797,0.8117343465,0.8995226859,0.7793168263
P14,0.8865,0.7912301259,0.7878377513,0.6327786641,0.8652015942,0.8663690468,0.7935837962,0.9602418326,0.7864449742
P14,0.887,0.8280403476,0.7475562313,0.6302649901,0.9576774214,0.8702099374,0.7894237184,0.9174165659,0.7536068938
P14,0.8875,0.8162157838,0.7371328176,0.6094398349,1.015000486,0.7719213249,0.8376922418,0.955539755,0.7256476885
P14,0.888,0.7608062732,0.7373512543,0.6667909406,1.02529625,0.7935325641,0.8427898262,0.860818986,0.7348719153
P14,0.8885,0.7134979186,0.7673324336,0.734333016,0.947547529,0.7966018099,0.789241164,0.7544418353,0.751193917
P14,0.889,0.741996837,0.8326940376,0.6994843815,0.8701736886,0.7933169763,0.7564309969,0.8663253965,0.755842373
P14,0.8895,0.7622944952,0.8563367055,0.7512145224,0.7818345591,0.7944335074,0.7512558967,0.8609056991,0.7434036017
P14,0.89,0.7077673113,0.8421819439,0.7767254519,0.7149488706,0.7474168304,0.7753325597,0.8369141415,0.7384389411
P14,0.8905,0.6232228118,0.8299088908,0.7579801109,0.7376734029,0.8578420909,0.8046615056,0.7685997392,0.7640007863
P14,0.891,0.6785800762,0.8084835984,0.7337580487,0.8218107381,0.8450799401,0.8175686199,0.7409170452,0.7948744632
P14,0.8915,0.6952959607,0.8175755818,0.7179530584,0.8203317908,0.8985865328,0.813517768,0.6715829023,0.8731009831
P14,0.892,0.765440225,0.8752698693,0.8090173629,0.7599692717,0.9235790425,0.7939750202,0.6949365697,0.9268175091
P14,0.8925,0.876659065,0.9244156259,0.8679841104,0.7772028281,0.9001859015,0.7397424124,0.7524133153,0.9348314153
P14,0.893,0.9801885448,0.9332038531,0.8114717697,0.8512252323,0.9107420338,0.7570872472,0.7436111601,0.9578021258
P14,0.8935,1.061371195,0.8674131354,0.7384239185,0.8553389622,0.8682345916,0.825174452,0.7526269539,1.020795849
P14,0.894,1.01150578,0.8177837491,0.7429107011,0.8362767734,0.8015656001,0.8147547478,0.8005078224,1.084868632
P14,0.8945,0.855895383,0.8218927584,0.7811197912,0.886389755,0.7348036324,0.7653585518,0.8051764804,1.028369307
P14,0.895,0.8163051628,0.840864453,0.7683918104,0.9206274903,0.7687074221,0.6627302799,0.8311351135,0.9558256795
P14,0.8955,0.8130016361,0.8741412618,0.7978877906,0.9029135122,0.8566388342,0.657013743,0.9647160731,0.9456495119
P14,0.896,0.7558990649,0.8736688457,0.8620533881,0.8847775288,0.8408730301,0.7773009289,0.9103845586,1.029213006
P14,0.8965,0.7280661845,0.8581292775,0.8572257452,0.8372042674,0.8630314954,0.873219667,0.7744059106,1.063279992
P14,0.897,0.781267672,0.8496030943,0.8495156505,0.8291131279,0.8801995153,0.8381397729,0.6928783348,1.093241515
P14,0.8975,0.8453248934,0.9210776353,0.7355851639,0.908225664,0.8646883967,0.7801051668,0.7510359995,1.102089117
